line_id,line,noun_phrase
59927,"Caesar? art thou led in triumph? What, is there",Caesar
59927,"Caesar? art thou led in triumph? What, is there",art thou
59927,"Caesar? art thou led in triumph? What, is there",triumph
59927,"Caesar? art thou led in triumph? What, is there",What
59928,"none of Pygmalion's images, newly made woman, to be",none
59928,"none of Pygmalion's images, newly made woman, to be",Pygmalion's images
59928,"none of Pygmalion's images, newly made woman, to be",newly made woman
59929,"had now, for putting the hand in the pocket and",the hand
59929,"had now, for putting the hand in the pocket and",the pocket
59930,"extracting it clutch'd? What reply, ha? What",it
59930,"extracting it clutch'd? What reply, ha? What",clutch'd
59930,"extracting it clutch'd? What reply, ha? What",What reply
59930,"extracting it clutch'd? What reply, ha? What",What
59931,"sayest thou to this tune, matter and method? Is't",sayest thou
59931,"sayest thou to this tune, matter and method? Is't",this tune
59931,"sayest thou to this tune, matter and method? Is't",matter
59931,"sayest thou to this tune, matter and method? Is't",method
59931,"sayest thou to this tune, matter and method? Is't",Is't
59932,"not drowned i' the last rain, ha? What sayest",i
59932,"not drowned i' the last rain, ha? What sayest",the last rain
59932,"not drowned i' the last rain, ha? What sayest",What
59933,"thou, Trot? Is the world as it was, man? Which is",thou
59933,"thou, Trot? Is the world as it was, man? Which is",Trot
59933,"thou, Trot? Is the world as it was, man? Which is",the world
59933,"thou, Trot? Is the world as it was, man? Which is",it
59933,"thou, Trot? Is the world as it was, man? Which is",man
59933,"thou, Trot? Is the world as it was, man? Which is",Which
59934,"the way? Is it sad, and few words? or how? The",the way
59934,"the way? Is it sad, and few words? or how? The",it
59934,"the way? Is it sad, and few words? or how? The",few words
59934,"the way? Is it sad, and few words? or how? The",The
59935,trick of it?,trick
59935,trick of it?,it
59937,"How doth my dear morsel, thy mistress? Procures she",How doth my dear morsel
59937,"How doth my dear morsel, thy mistress? Procures she",thy mistress
59937,"How doth my dear morsel, thy mistress? Procures she",Procures
59937,"How doth my dear morsel, thy mistress? Procures she",she
59939,"Troth, sir, she hath eaten up all her beef, and she",she
59939,"Troth, sir, she hath eaten up all her beef, and she",all her beef
59939,"Troth, sir, she hath eaten up all her beef, and she",she
59940,is herself in the tub.,herself
59940,is herself in the tub.,the tub
59941,"Why, 'tis good, it is the right of it, it must be",it
59941,"Why, 'tis good, it is the right of it, it must be",the right
59941,"Why, 'tis good, it is the right of it, it must be",it
59941,"Why, 'tis good, it is the right of it, it must be",it
59943,"an unshunned consequence, it must be so. Art going",it
59943,"an unshunned consequence, it must be so. Art going",Art
59944,"to prison, Pompey?",prison
59946,"Why, 'tis not amiss, Pompey. Farewell: go, say I","Why, 'tis not amiss, Pompey"
59946,"Why, 'tis not amiss, Pompey. Farewell: go, say I",Farewell
59946,"Why, 'tis not amiss, Pompey. Farewell: go, say I",I
59947,"sent thee thither. For debt, Pompey? or how?",thee
59947,"sent thee thither. For debt, Pompey? or how?",thither
59947,"sent thee thither. For debt, Pompey? or how?",debt
59948,"For being a bawd, for being a bawd.",a bawd
59948,"For being a bawd, for being a bawd.",a bawd
59949,"Well, then, imprison him: if imprisonment be the",him
59949,"Well, then, imprison him: if imprisonment be the",imprisonment
59949,"Well, then, imprison him: if imprisonment be the",the
59950,"due of a bawd, why, 'tis his right: bawd is he",a bawd
59950,"due of a bawd, why, 'tis his right: bawd is he",his right
59950,"due of a bawd, why, 'tis his right: bawd is he",bawd
59950,"due of a bawd, why, 'tis his right: bawd is he",he
59951,"doubtless, and of antiquity too, bawd-born.",antiquity
59952,"Farewell, good Pompey. Commend me to the prison,",good Pompey
59952,"Farewell, good Pompey. Commend me to the prison,",me
59952,"Farewell, good Pompey. Commend me to the prison,",the prison
59953,"Pompey: you will turn good husband now, Pompey, you",you
59953,"Pompey: you will turn good husband now, Pompey, you",good husband
59953,"Pompey: you will turn good husband now, Pompey, you",you
59954,will keep the house.,the house
59955,"I hope, sir, your good worship will be my bail.",I
59955,"I hope, sir, your good worship will be my bail.",your good worship
59955,"I hope, sir, your good worship will be my bail.",my bail
59956,"No, indeed, will I not, Pompey, it is not the wear.",I
59956,"No, indeed, will I not, Pompey, it is not the wear.",it
59956,"No, indeed, will I not, Pompey, it is not the wear.",the wear
59957,"I will pray, Pompey, to increase your bondage: If",I
59957,"I will pray, Pompey, to increase your bondage: If",your bondage
59958,"you take it not patiently, why, your mettle is the",you
59958,"you take it not patiently, why, your mettle is the",it
59958,"you take it not patiently, why, your mettle is the",your mettle
59958,"you take it not patiently, why, your mettle is the",the
59959,"more. Adieu, trusty Pompey. 'Bless you, friar.","Adieu, trusty Pompey"
59959,"more. Adieu, trusty Pompey. 'Bless you, friar.",you
59960,And you.,And you
59961,"Does Bridget paint still, Pompey, ha?",Does Bridget paint
59962,"Come your ways, sir, come.",your ways
59963,"You will not bail me, then, sir?",You
59963,"You will not bail me, then, sir?",me
59964,"Then, Pompey, nor now. What news abroad, friar?","Then, Pompey"
59965,what news?,what news
59966,"Come your ways, sir, come.",your ways
59967,"Go to kennel, Pompey, go.",kennel
59967,"Go to kennel, Pompey, go.",Pompey
59968,"Exeunt ELBOW, POMPEY and Officers",Exeunt ELBOW
59968,"Exeunt ELBOW, POMPEY and Officers",POMPEY
59968,"Exeunt ELBOW, POMPEY and Officers",Officers
59969,"What news, friar, of the duke?",What news
59969,"What news, friar, of the duke?",the duke
59970,I know none. Can you tell me of any?,I
59970,I know none. Can you tell me of any?,none
59970,I know none. Can you tell me of any?,you
59970,I know none. Can you tell me of any?,me
59970,I know none. Can you tell me of any?,any
59971,"Some say he is with the Emperor of Russia, other",Some
59971,"Some say he is with the Emperor of Russia, other",he
59971,"Some say he is with the Emperor of Russia, other",the Emperor
59971,"Some say he is with the Emperor of Russia, other",Russia
59972,"some, he is in Rome: but where is he, think you?",he
59972,"some, he is in Rome: but where is he, think you?",Rome
59972,"some, he is in Rome: but where is he, think you?",he
59972,"some, he is in Rome: but where is he, think you?",you
59973,"I know not where, but wheresoever, I wish him well.",I
59973,"I know not where, but wheresoever, I wish him well.",I
59973,"I know not where, but wheresoever, I wish him well.",him
59974,It was a mad fantastical trick of him to steal from,It
59974,It was a mad fantastical trick of him to steal from,a mad fantastical trick
59974,It was a mad fantastical trick of him to steal from,him
59975,"the state, and usurp the beggary he was never born",the state
59975,"the state, and usurp the beggary he was never born",the beggary
59975,"the state, and usurp the beggary he was never born",he
59976,"to. Lord Angelo dukes it well in his absence, he",Lord Angelo
59976,"to. Lord Angelo dukes it well in his absence, he",it
59976,"to. Lord Angelo dukes it well in his absence, he",his absence
59977,puts transgression to 't.,transgression
59977,puts transgression to 't.,t.
59978,He does well in 't.,He
59978,He does well in 't.,t.
59979,A little more lenity to lechery would do no harm in,A little more lenity
59979,A little more lenity to lechery would do no harm in,lechery
59979,A little more lenity to lechery would do no harm in,no harm
59980,"him: something too crabbed that way, friar.",him
59980,"him: something too crabbed that way, friar.",something
59981,"It is too general a vice, and severity must cure it.",It
59981,"It is too general a vice, and severity must cure it.",a vice
59981,"It is too general a vice, and severity must cure it.",severity
59981,"It is too general a vice, and severity must cure it.",it
59982,"Yes, in good sooth, the vice is of a great kindred,",good sooth
59982,"Yes, in good sooth, the vice is of a great kindred,",the vice
59983,it is well allied: but it is impossible to extirp,it
59983,it is well allied: but it is impossible to extirp,it
59984,"it quite, friar, till eating and drinking be put",it
59984,"it quite, friar, till eating and drinking be put",drinking
59985,down. They say this Angelo was not made by man and,They
59985,down. They say this Angelo was not made by man and,this Angelo
59985,down. They say this Angelo was not made by man and,man
59986,woman after this downright way of creation: is it,woman
59986,woman after this downright way of creation: is it,this downright way
59986,woman after this downright way of creation: is it,creation
59986,woman after this downright way of creation: is it,it
59987,"true, think you?",you
59988,"How should he be made, then?",he
59989,"Some report a sea-maid spawned him, some, that he",Some
